@digimistake oh i forgot, emma loves stranger things  
stranger things. #diamundialdelabicicleta https://t.co/dxw4rgou8j  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
watching stranger things  
, 0.0
ariana is lit with all this upside down stuff, stranger things is shaking  
, -0.15555555555555559
having just watched the entire two seasons of stranger things, i’ve really enjoyed it. my only problem with that is… https://t.co/qmizfzdqf5  
, 0.16666666666666666
rt @foileableh: rt to be in a gc if you like -fall out boy -patrick stump  -stranger things  -supernatural  -memes (example below)  
, 0.16666666666666666
you mus…  
, 0.0
https://t.co/vykls4xobs : another '80s icon is joining the stranger things cast  
, 0.0
@mungg0nikoi santa clarita diet, riverdale, stranger things, everything sucks,  a series of unfortunate events, 13rw, scream series  
, -0.3
@andresnvrr dark le hace un gangbang anal a stranger things  
, -0.15
i liked a @youtube video https://t.co/lejub5mpiq stranger things theme song (c418 remix)  
, 0.6
rt @80sreddle: anyone notice mike from stranger things kinda looks like that kid with the glasses from it? lmao! 😂 😂  
, 0.75
#np @joynerlucas - stranger things #listenlive ➡️ https://t.co/etfyirepl5 get our #app https://t.co/7idxmmlpat  
, 0.0
13 reasons why?? stranger things?? riverdale?? ano magandang unahin huhu😭  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
@ashxxdmsolos cody christian, colton haynes, crystal reed, bea miller, stranger things cast  
, 0.0
@masonlemon always optimistic, realistically think we’ll miss out on top 6 though! but stranger things have happened...  
, 0.625
@ashxxdmsolos aaron carpenter, cody christian, colton haynes, crystal reed, bea miller, stranger things cast  
, 0.0
stranger things https://t.co/yfzmfnzhtc  
, 0.0
@askmenfess stranger things  
, 0.0
rt @myfavstrash: season 3 stranger things teaser https://t.co/lnvsvwgfmn  
, 0.5
@askmenfess stranger things  
, 0.0
'stranger things' season 3 casts cary elwes and jake busey https://t.co/uzmomlixyo  
, 0.0
i need stranger things season 3 to happen already.  
, 0.0
i just finished watching stranger things 2, now what should i do in my life?  
, 0.0
karen wheeler is a pretty woman  and deserves a better husband. ted is a waste.  (the mother from stranger things)  
, 0.18333333333333335
stranger things https://t.co/gwhr4uex7w  
, 0.0
+  
, 0.0
orange is the new black **explicit queer eye rick and morty riverdale  scorpion sherlock stranger things the cro… https://t.co/uy2ozqmbuc  
, -0.015151515151515152
rt @btstvshows: stranger things (2016) https://t.co/lyca9rlekq  
, -0.75
@askmenfess teen wolf, stranger things, the fear of walking dead, shannara, scream, siren, scream queens  
, -0.1
rt @ingridmusic: please sing with me on my stranger things inspired record @milliebbrown.  i know your can sing. and floss.  still trying t…  
, 0.0
—stranger things—  
, 0.0
rt @noahhcredito: fandom de stranger things quando sair a season 3 https://t.co/eyrunbrrwv  
, 0.0
rt @upsidedownfacts: stranger things season 3 has added ‘princess bride’ star cary elwes, and starship trooper’s jake busey https://t.co/gc…  
, 0.5
stranger things https://t.co/9ulu7rvplg  
, 0.0
serie de drama: 6 nominados seguros: the handmaid's tale, game of thrones, stranger things, this is us, the crown y… https://t.co/aelv5xfkxv  
, -0.4
it’s a tie between stranger things and sense8 https://t.co/y0axhhnmnl  
, 0.0
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
get a stranger things themed shirt at the @engineyard booth @railsconf. booth will be open after the keynote. https://t.co/httbxsf0c3  
, 0.0
stranger things #rcde  
, 0.0
all the kids from stranger things are fucking stupid and ugly i don’t know why people ever gassed them up  
, -0.75
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
rt @crmotwo: [stranger things]  
, -0.75
mike: i got this amp from a spinal tap concert at the hawkins amphitheater. the guy said it goes to 11  
, 0.0
luc…  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
@era_fob the fob shirt with the stranger things font.  
, 0.0
@payoletter @dubstep4dads one of the stranger things about living overseas is that my brain is full of obscure amer… https://t.co/huxgujy6xm  
, 0.35
stranger things https://t.co/nmx7wyqeou  
, 0.0
rt @80sreddle: anyone notice mike from stranger things kinda looks like that kid with the glasses from it? lmao! 😂 😂  
, 0.75
my idea of a good night: cuddled in a blanket, made tea by my side, watching stranger things all over again  
, 0.7
i keep getting a stranger things ad and maybe it's a sign for me to watch it  
, 0.0
stranger things 2: impressive and huge audience for the season 2 on netflix https://t.co/23xoshxvv6  
, 0.7000000000000001
stranger things season 3 just added princess bride's cary elwes and one more https://t.co/wzo48urk2n by embalajedig… https://t.co/gjak50arzd  
, 0.5
rt @ialisyn: hype af for stranger things szn3  
, 0.0
rt @faced0wsn: i miss stranger things sm  
, 0.0
stranger things season 3 is filming soon kdksksks  
, 0.0
ok guys... i think i’m finally ready for stranger things 2. i know i’m behind but you don’t know my story 😂  
, 0.09999999999999998
rt @jxmeswav: i just wanna make music for stranger things season 3 🙇🏽‍♂️💘 https://t.co/gsavit2z6o  
, 0.0
rt @revengeotfans: stranger things season 3 sees carey elwes and jake busey joining the cast, plus character details! https://t.co/xaofgggh…  
, 0.625
pablo + stranger things = https://t.co/9j2ee514at  
, 0.0
rt @memeproviding: remember eleven from stranger things? this is her now... https://t.co/lnpmdsmaur  
, 0.0
rt @johnsonpaige28: upon hours of research, i have concluded that the boys in stranger things are in fact the boys in zoey 101 https://t.co…  
, 0.0
'stranger things' season 3 casts cary elwes and jake busey https://t.co/uzmomlixyo https://t.co/bw40twpund  
, 0.0
rt @ofstudisms: —— ' what the hell was that?! '  
, 0.0
— stranger things — crossovers welcome — timeline flexible — lit. &amp;&amp; desc.  — mature — wri…  
, 0.45
rt @noahhcredito: fandom de stranger things quando sair a season 3 https://t.co/eyrunbrrwv  
, 0.0
rt @thatericalper: chief hopper's daughter sara and her hairband in stranger things 2 is everything. https://t.co/iexaslvjpk  
, 0.0
rt @eeg213: starting a grassroots movement in speegles- write in stranger things for the room theme!!!!!!!!!!!!!  
, 0.0
rt @huffpost: did you want to see another famous face from the ’80s in the next season of “stranger things”? as you wish. https://t.co/mnf9…  
, 0.25
rt @lisakozhy: how can i️ make it known that i️ stan tom, zendaya, josh &amp; lucas, cody ko, david, liza, tina, enya, stranger things, it and…  
, 0.0
rt @theloversparty: stranger things follow spree!!  - like/rt this and follow everyone who does 🎈 - become mutuals and then love each other…  
, 0.5
rt @ingridmusic: please sing with me on my stranger things inspired record @milliebbrown.  i know your can sing. and floss.  still trying t…  
, 0.0
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
stranger things **** https://t.co/ddybeuwyao  
, 0.0
rt @memeproviding: remember eleven from stranger things? this is her now... https://t.co/lnpmdsmaur  
, 0.0
cary elwes will be the mayor of hawkins in ‘stranger things’ season 3 https://t.co/2np4obrtva  
, 0.0
rt @gabguerero: i belong to the 1% of the population who has never seen a single episode of riverdale and stranger things  
, -0.07142857142857142
stranger things, entertaining  
, 0.5
i love stranger things! especially eleven/ @milliebbrown !! she’s amazing!💖💖💖💖  
, 0.3125
stranger things 🖤❤️:  
, 0.0
#strangerthings #sondage #question  
, 0.0
rt @mgtxs: nct dream x stranger things crossover🌙✨ #마크 #런쥔 #제노 #해찬 #재민 #천러 #지성 #nctfanart #nctdream https://t.co/pprleyqh6c  
, 0.0
rt @noahhcredito: fandom de stranger things quando sair a season 3 https://t.co/eyrunbrrwv  
, 0.0
rt @sabiotuite: stranger things. #diamundialdelabicicleta https://t.co/dxw4rgou8j  
, 0.0
ive loved cary elwes for such a long time. cant wait to see what he brings to stranger things. 💖  #strangerthings https://t.co/ctfrwmrefq  
, 0.21666666666666665
stranger things (?) 😂 https://t.co/utzttqi4ze  
, 0.0
@maijunaid baki if you like stranger things do check out dark  
, -0.15
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
rt @oniyfinn: i want more mutuals so rt/like if you stan  - harry styles  - finn wolfhard  - stranger things cast - it cast - ot4 / ot5 - t…  
, 0.5
so hyped watching stranger things  
, 0.0
someone that watched stranger things is so amazing.  
, 0.6000000000000001
rt @sabiotuite: stranger things. #diamundialdelabicicleta https://t.co/dxw4rgou8j  
, 0.0
back to stranger things s2 then  
, 0.0
rt @jimhalpert__: stranger things (2016) https://t.co/ethe2sm4jj  
, -0.75
kygo - stranger things ft. onerepublic https://t.co/kzqr5tiibx via @youtube  
, 0.0
@omuox it was always a matter of cost vs viewership. if sense8 was as popular as stranger things, they wouldn't bring up cost  
, 0.6
@naaielyx how to get away with murder. stranger things. breaking bad.  
, -0.6999999999999998
rt @upsidedownfacts: stranger things season 3 has added ‘princess bride’ star cary elwes, and starship trooper’s jake busey https://t.co/gc…  
, 0.5
i like stranger things....comment ❤️if u do  
, 0.0
rt @rtyourlgbts: mike &amp; will (byler) | stranger things https://t.co/dbdsmgabjc  
, 0.0
nw: stranger things  
, 0.0
stranger things season 1  
, 0.0
rt @chnceofaliftime: stranger things is the most overrated show of all time lmao  
, 0.55
stranger things just watched season1 might be old but gud movin on season2 #strangerthings #netflix  
, 0.1
stranger things two are well usually theresa  
, -0.25
rt @upsidedownfacts: stranger things season 3 has added ‘princess bride’ star cary elwes, and starship trooper’s jake busey https://t.co/gc…  
, 0.5
rt @cbr: stranger things 3 adds cary elwes and jake busey https://t.co/kmgmek0bm8 https://t.co/0exyqxml4x  
, 0.5
stranger things 2 | final trailer [hd] | netflix https://t.co/f1dfnypuf9 https://t.co/7kwkez7kfk  
, 0.0
binge watching stranger things.  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
rt @_riverdalenews: riverdale x stranger things at #coachella https://t.co/enfhuyldc4  
, 0.0
i love stuff yeah! cary elwes will be the mayor of hawkins in 'stranger things' season 3 - film school rejects  
, 0.625
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
does kibum watch stranger things https://t.co/ys0unqfudy  
, 0.0
stranger things 😏 https://t.co/8t9izljyca  
, 0.0
rt @sonyvegasdex: @fortnitegame @alienware heres mine is so far #replayroyale it’s called stranger things! https://t.co/61qam9gose  
, 0.125
rt @benjaminjs: if you haven't read my "stranger things" crossover episode of "the golden girls" you're missing gems like this: https://t.c…  
, 0.04999999999999999
stranger things and the 100! https://t.co/cf3cazsup3  
, 0.0
please be more stranger things than 13 reasons why https://t.co/v4rax0w7vr  
, 0.5
rt @xxnicole: o cast de stranger things inteiro. https://t.co/m6dpuf6jmw  
, 0.0
@peytonwich @jeremyraytaylor stranger things meets it (without finn wolfhard)  
, 0.0
mornings are for coffee quotes baby onesies stranger things infant bodysuit ... https://t.co/6yrxedntwe https://t.co/io0fjsxbhw  
, 0.0
awesomesauce:  
, 0.0
stranger things deadline reports cary elwes has joined the cast of season three as mayor kline, a “h… https://t.co/a4sgcmdzmi  
, 0.0
rt @ialisyn: hype af for stranger things szn3  
, 0.0
rt @ingridmusic: please sing with me on my stranger things inspired record @milliebbrown.  i know your can sing. and floss.  still trying t…  
, 0.0
i'll have you know all the damn truancy in stranger things?  
, 0.0
is this even real?! paquita salas con el cast the stranger things. #muyfan https://t.co/tqfpznu7vp  
, 0.25
rt @btstvshows: stranger things (2016) https://t.co/lyca9rlekq  
, -0.75
rt @bevclub: rt/like to be in a gc 💘  
, 0.0
- be willing to be friends - stan it/stranger things - be active + funny - must have open dms - name…  
, 0.09166666666666667
rt @ew: stranger things season 3 appoints cary elwes as mayor https://t.co/rmr1zehe0h  
, 0.5
@annelieseo1962 do you like stranger things pops? https://t.co/i0g17lr1e3  
, 0.0
rt @priscillag1: my soul is happy now that the cast of stranger things is together and will be filming again  
, 0.8
@stranger_things i was wondering if yall  have any open auditions for any new stranger things characters for season three.  
, 0.06818181818181818
rt @actiongai: i liked a @youtube video https://t.co/bkercswjwh stranger things vs f°°tcreemuh  
, 0.6
prepare for things to get real interesting on stranger things https://t.co/6lilto7pkr  
, 0.75
rt @hawkins_things: stranger things is preparing for filming in 10 days !! are you all ready ?? #strangerthings #strangerthings3 https://t.…  
, 0.2
remember the girl from stranger things?... https://t.co/h7olzy6qyi  
, 0.0
@obi_ra_kenobi wesley from princess bride. he will be in stranger things.  
, 0.0
.... i am so disappointed in you :( *not… https://t.co/zydw0qvrzq  
, -0.75
@babsbatgirlfan do you like stranger things pops? https://t.co/1amy1mm5ua  
, 0.0
stranger things casts cary elwes, jake busey for season 3     - cnet https://t.co/djayhbs6q4  
, 0.0
i've just watched episode s02e08 of stranger things! #strangerthings  #tvtime https://t.co/6ehpipcvvw  
, 0.0
the walking dead, supernatural, the 100, the flash, stranger things, orange is the new black, sherlock https://t.co/2k8lo97jyd  
, -0.015909090909090914
me encante stranger things!! https://t.co/4agesxomch  
, 0.0
@wolfx999 do you like stranger things pops? https://t.co/scxe9gvvf2  
, 0.0
rt @stupsidedown011: stranger things x 13 reasons why casts https://t.co/e8bbo4niv0  
, 0.0
11:11 el cast de stranger things en argentina 🇦🇷✨  
, 0.0
stranger things season 3: cary elwes joins cast https://t.co/ylqg6qnorl  
, 0.0
stranger things 🎬📽  
, 0.0
cary elwes and jake busey are join stranger things season three https://t.co/g81b4gqcez  
, 0.0
11:11 stranger things cast  
, 0.0
stranger things 🧟‍♂️  
, 0.0
rt @hndrixlamar: stranger things (2016) https://t.co/prs5k1ocix  
, -0.75
cary elwes and jake busey are join stranger things season three https://t.co/ibh3spdnc9  
, 0.0
omg cary elwes in stranger things s3 https://t.co/hoio0jd3ii  
, 0.0
rt @lvurvdelgv2: mi top 10 mejores series: 1. the walking dead obviamente 2. breaking bad 3-.skam 4. lost 5. vikings 6. stranger things 7.…  
, -0.13333333333333328
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
@ssanderson942  @jea_boiler13 do you two like stranger things pops? https://t.co/uvasmyoojw  
, 0.0
rt @privilegedboca: plot twist ariana is gonna be in an episode of stranger things that’s why everything is upside down  
, -0.15555555555555559
stranger things season 3 adds cary elwes and jake busey https://t.co/1qy6tzefrc https://t.co/zjvonkumia  
, 0.0
#nowplaying stranger things (clean) [1r7g] by joyner lucas &amp; chris brown #tunein on https://t.co/sfsaka9kpe  
, 0.3666666666666667
rt @hamadosis: i've just watched episode s02e08 of stranger things! #strangerthings  #tvtime https://t.co/6ehpipcvvw  
, 0.0
@atakannozyurt stranger things  
, 0.0
@dianafolleco stranger things? breaking bad si no te has visto. apartment 23 es chistosa, how to get away with murd… https://t.co/ciqmk7jnxh  
, -0.6999999999999998
stranger things is funny as fuck lol  
, 0.21666666666666667
stranger things: cosanpa https://t.co/f2zry0tvyg  
, 0.0
@4everdeleonn stranger things  
, 0.0
rt @zaynpride: 77. assiste stranger things  
, 0.0
watching stranger things all day 🤧💕  
, 0.0
cary elwes and jake busey are join stranger things season three https://t.co/p2jcsduust  
, 0.0
rt @cbcradio3: vancouver indie rock band calpurnia (fronted by stranger things actor finn wolfhard) has the highest debut on our #top30 cha…  
, 0.0
i tried the stranger things challenge and did it badly.  
, -0.6999999999999998
two familiar faces are joining the cast of stranger things https://t.co/dkcrrygntq https://t.co/xg8aw5j1hv  
, 0.375
two familiar faces are joining the cast of stranger things https://t.co/qeyng3zcez https://t.co/v4iyp3g6di  
, 0.375
i liked a @youtube video https://t.co/9wuxemu9jk stranger things season 3 teaser trailer #1 (2018) winona ryder / netflix series  
, 0.6
rt @yo__gabba: i’m ready for stranger things to come back  
, 0.1
rt @denofgeek: stranger things season 3 adds cary elwes and jake busey https://t.co/1qy6tzefrc https://t.co/zjvonkumia  
, 0.5
rt @myfavstrash: season 3 stranger things teaser https://t.co/lnvsvwgfmn  
, 0.5
stranger things  
, 0.0
rt @ingridmusic: please sing with me on my stranger things inspired record @milliebbrown.  i know your can sing. and floss.  still trying t…  
, 0.0
only just getting around to watch the second season of stranger things. they’ve cast the children bloody well, part… https://t.co/expwj9b1sy  
, -0.26666666666666666
rt @thatericalper: hasbro and netflix have released a stranger things edition of the popular board game monopoly:  https://t.co/avxviilxpm  
, 0.09999999999999998
rt @denofgeek: stranger things season 3 adds cary elwes and jake busey https://t.co/1qy6tzefrc https://t.co/zjvonkumia  
, 0.5
stranger things💕💕  
, 0.0
stranger things https://t.co/jncragw6s9  
, 0.0
lost - season 1 &amp; 2 andy griffith game of thrones stranger things #showstruck4 https://t.co/q6lp5qbzdc  
, -0.4
@arianagrande is all of this upside down stuff inspired by stranger things????  
, -0.15555555555555559
rt @boomboombetty: judge: and the grounds for divorce? lawyer: irreconcil— wife: he binge watched stranger things without me  
, 0.0
judge: divorc…  
, 0.0
rt @danger0usperson: figuring out this stranger things game. he’s honestly the cutest 🙈😭💕 https://t.co/im210bnurn  
, 0.09999999999999998
2 episodes into stranger things season one and having to use all my will power to not look up spoilers. #nospoilers  
, 0.0
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
ariana grande is actually gonna be a part of stranger things  
, 0.0
i added a video to a @youtube playlist https://t.co/xx2vb1idxh recap: stranger things 2 - episodio 5  
, 0.0
i'm super happy to finally own some stranger things and riverdale pop funko vinyls! i love these so much! 😍 https://t.co/mrcxryxau9  
, 0.5266666666666666
gags a quiet place prequel ng stranger things  
, 0.0
rt @hannahvailoces: gags a quiet place prequel ng stranger things  
, 0.0
rt @leebruce123: foo fighters - stranger things have happened https://t.co/nqdjlt1zh0  
, 0.0
rt @yo__gabba: i’m ready for stranger things to come back  
, 0.1
listen to stranger things (wallpaper remix) by local natives #np on #soundcloud https://t.co/nd5s3eyqr2  
, 0.0
joyner lucas &amp; chris brown - stranger things  
, 0.0
rt @strangertbr: gaten, caleb e sadie durante o painel de stranger things na fan expo dallas. 😍 https://t.co/ognwd5kr0h  
, 0.0
rt @ingridmusic: please sing with me on my stranger things inspired record @milliebbrown.  i know your can sing. and floss.  still trying t…  
, 0.0
@orchidslantern totally! it always happens to me! there was an element in stranger things season 2, that was so sim… https://t.co/4ehcawv6wm  
, 0.0
stranger things is quaking @arianagrande #notearslefttocrytonight https://t.co/0ambd5kcpq  
, 0.0
stranger things have happened  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
i miss stranger things 😭😭😭 https://t.co/aieisxmcam  
, 0.0
rt @jimhalpert__: stranger things (2016) https://t.co/ethe2sm4jj  
, -0.75
rt @wikearts: stranger things fan art. i have no idea why i have never post this on here but yea a retweet would be great @stranger_things…  
, 0.8
so does anyone knows a good netflix show and no don’t say riverdale and stranger things. i’d rather pass  
, 0.7
@netflixlifee stranger things. but i will watch.  
, 0.0
rt @mariina_gs: joyner lucas &amp; chris brown - stranger things  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
rt @fanexpocanada: #guestnews the demogorgons can’t stop stranger things’ @joe_keery (steve harrington) from coming to #fanexpocanada2018!…  
, 0.0
stranger things https://t.co/wqneunnlum  
, 0.0
stranger things season 1 like rock and fix all stores soon call 1-800-goobass to all of anonymously sexually harassing females.the time  
, 0.5
rt @glutenfrida_: when you binge watch stranger things https://t.co/vifpwyljll  
, 0.0
seriously adding @cary_elwes to stranger things? you people want me to combust? 😍  
, -0.3333333333333333
gary busey's son has joined the cast of "stranger things".  because if anyone's seen "stranger things" . . .  
, 0.0
stranger things = cary elwes. my life is complete if they have 11 ask him a question and his response is...”as you… https://t.co/5upikhqf7r  
, 0.1
universal studios singapore opens ticketing for stranger things-themed event https://t.co/s2ngyvvhqe  
, 0.0
rt @verymileven: a thread of my stranger things drawings —  
, 0.0
we going stranger things? https://t.co/y5z14rvowb  
, 0.0
don't stick on what you only see, the world is full of stranger things, see through it...  
, 0.175
rt @zaynpride: 77. assiste stranger things  
, 0.0
descubrir the clash por stranger things  
, 0.0
@theojmo i'm sure people have seen stranger things in london  
, 0.5
suggest series to watch ! — handmaid's tale &amp; stranger things ! https://t.co/gkymhgqoop  
, 0.0
i liked a @youtube video https://t.co/9avrdi1cb6 stranger things phone drop compilation  
, 0.6
i'm finally watching stranger things and so far i wanna say that i really like hopper and that steve's hair is powerful and ridiculous  
, 0.05333333333333336
stranger things ❤️ — 💕💕 https://t.co/kctu6jy85d  
, 0.0
netflix channels ‘stranger things’ kids in a legal warning https://t.co/wmhwvoagsa  
, 0.2
rt @ialisyn: hype af for stranger things szn3  
, 0.0
stranger things  
, 0.0
joyner lucas x chris brown - stranger things (dirty) #oyl #oylradio  
, -0.6
stranger things is canceled https://t.co/rezl3uxwrj  
, 0.0
could stranger things hold the "map" that #qanon is always talking about?  check this out, the us dept of energy na… https://t.co/63uhbfrtb0  
, 0.0
@hmalik1977 @kingkennethynwa @henry14kay @elsieelse 1. breaking bad 2. stranger things 3. american dad 4. ray donov… https://t.co/7ohnprev5n  
, -0.3499999999999999
cary elwes, jake busey join ‘stranger things’ season 3 https://t.co/r0kn5n1ain via @variety  
, 0.0
i added a video to a @youtube playlist https://t.co/ibqdjm9gzf kygo - stranger things ft. onerepublic (alan walker remix)  
, 0.0
@stephenamell are u watching walking dead, game of thrones, stranger things, or even marvel tv series like agent of shield? #askamell  
, -0.30000000000000004
beychella affects me the way stranger things does, for that reason.  
, 0.0
rt @lilyxnelson: “if tame impala composed stranger things” https://t.co/g6io1dfyif  
, -0.21666666666666667
ariana is really going for a stranger things concept. first the dwt touch it version, now the upside down photos, and timer.  
, 0.09814814814814814
stranger things have happened, how strange would it be if i told you i believed you were made for me?  
, -0.05
when tf is the next stranger things season coming out  
, 0.0
rt @flryves: we going stranger things? https://t.co/y5z14rvowb  
, 0.0
rt @yourboyart: stranger things is canceled https://t.co/rezl3uxwrj  
, 0.0
@thejakebusey congrats! can't wait to see what you bring to the world of stranger things. such awesome news!  
, 0.5
@brokefemme i had to go thru my faves to dig out that old tweet of urs bc rewatching stranger things season 2  
, 0.1
rt @actiongai: i liked a @youtube video https://t.co/bkercswjwh stranger things vs f°°tcreemuh  
, 0.6
stranger things..can't wait for season 3  
, 0.0
got a lott of assignments but nahh im going to watch stranger things first  
, 0.25
@weondinho i have a feeling you’d love stranger things if you haven’t already  
, 0.5
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
@stranger_things millie bobby brown is not going to be in stranger things?  
, 0.0
@rdj134 net als sean astin in stranger things 🤣  
, 0.0
#nowplaying stranger things iii by https://t.co/4me6elkw5w via the @audiomack app https://t.co/fen4nrqkth https://t.co/fen4nrqkth  
, 0.0
rt @ialisyn: hype af for stranger things szn3  
, 0.0
stranger things / illustration libre #strangerthings #illustration https://t.co/sswnxl9ipp  
, 0.0
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
@maijunaid 13 reasons why and stranger things are lit  
, 0.0
rt @whattheffacts: "stranger things" was rejected 15 to 20 times by different networks before netflix picked it up.  
, 0.0
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
rt @lynseyclarke8: could stranger things hold the "map" that #qanon is always talking about?  check this out, the us dept of energy nationa…  
, 0.0
rt @ialisyn: hype af for stranger things szn3  
, 0.0
i hate it when " will buyers " from stranger things goes through the most 😢😣  
, -0.15000000000000002
if tame impala composed stranger things https://t.co/u9mrk53oa8 via @youtube  
, -0.21666666666666667
(5/10) july 15, 2016... netflix releases stranger things, a show  depicting an alternate dimension full of monsters… https://t.co/kiudzulpuq  
, 0.175
rt @cinemartistry: stranger things (2016)  directors: shawn levy, matt duffer &amp; ross duffer  cinematographers: tod campbell &amp; tim ives http…  
, -0.75
@rreapz stranger things  peaky blinders game of thrones (best ever)  
, 0.2333333333333333
rt @upsidedownfacts: stranger things season 3 has added ‘princess bride’ star cary elwes, and starship trooper’s jake busey https://t.co/gc…  
, 0.5
stranger things season 3 (fanmade): https://t.co/sslpumov9s via @youtube  
, 0.0
rt @fanexpocanada: #guestnews the demogorgons can’t stop stranger things’ @joe_keery (steve harrington) from coming to #fanexpocanada2018!…  
, 0.0
